firm_id,Short Form Origin Match Law Firm Name,Law Firm Full Name,Law Firm Graphics Name,Law360 Index Name,Law360 Surveys Dropdown Name,yoda_id,yoda_guid,yoda_url,Law360 Salesdesk ID,Law Firm Status,Notes,NonUS,NonUS Firm Send Survey,total_attorneys,attorneys_method,surveys_dropdown,ENTITY TYPE
BUR9014,Burns White,Burns White LLC,Burns White,Burns White,Burns White,189878,urn:entity:lfm-189878,https://yoda.lexisai.aws.lexis.com/lawfirms/189878,4c52dd57cc956f21c400172e,CURRENT,,,,,,Include,
BUR9385,Burr & Forman,Burr & Forman LLP,Burr & Forman,Burr & Forman,Burr & Forman,23924,urn:entity:lfm-23924,https://yoda.lexisai.aws.lexis.com/lawfirms/23924,4c52dd57cc956f21c400172f,CURRENT,,,,,,Include,
BUR9598,Burns & Levinson,Burns & Levinson LLP,Burns & Levinson,Burns & Levinson,Burns & Levinson,544128,urn:entity:lfm-544128,https://yoda.lexisai.aws.lexis.com/lawfirms/544128,4c52dd57cc956f21c400172c,CURRENT,,,,,,Include,
BUT3231,Butler Snow,Butler Snow LLP,Butler Snow,Butler Snow LLP,Butler Snow LLP,840780,urn:entity:lfm-840780,https://yoda.lexisai.aws.lexis.com/lawfirms/840780,4c52dd57cc956f21c400173c,CURRENT,,,,,,Include,
BUT4096,Butzel Long,Butzel Long PC,Butzel Long,Butzel Long,Butzel Long,309898,urn:entity:lfm-309898,https://yoda.lexisai.aws.lexis.com/lawfirms/309898,4c52dd57cc956f21c4001740,CURRENT,,,,,,Include,
BUT8137,Butler Weihmuller,Butler Weihmuller Katz Craig LLP,Butler Weihmuller,Butler Weihmuller,Butler Weihmuller,666040,urn:entity:lfm-666040,https://yoda.lexisai.aws.lexis.com/lawfirms/666040,4c52dd57cc956f21c400173a,CURRENT,,,,,,Include,
CAD5402,Cadwalader Wickersham,Cadwalader Wickersham & Taft LLP,Cadwalader,Cadwalader Wickersham,Cadwalader Wickersham,296452,urn:entity:lfm-296452,https://yoda.lexisai.aws.lexis.com/lawfirms/296452,4c52dd57cc956f21c4001748,CURRENT,,,,,,Include,
CAH7780,Cahill Gordon,Cahill Gordon & Reindel LLP,Cahill Gordon,Cahill Gordon,Cahill Gordon,296499,urn:entity:lfm-296499,https://yoda.lexisai.aws.lexis.com/lawfirms/296499,4c52dd57cc956f21c400174d,CURRENT,,,,,,Include,
CAL7789,Calfee Halter,Calfee Halter & Griswold LLP,Calfee Halter,Calfee Halter,Calfee Halter,1152599,urn:entity:lfm-1152599,https://yoda.lexisai.aws.lexis.com/lawfirms/1152599,4c52dd57cc956f21c4001753,CURRENT,,,,,,Include,
CAN8188,Cantor Colburn,Cantor Colburn LLP,Cantor Colburn,Cantor Colburn,Cantor Colburn,265165,urn:entity:lfm-265165,https://yoda.lexisai.aws.lexis.com/lawfirms/265165,4c52dd57cc956f21c4001768,CURRENT,,,,,,Include,
CAP3543,Capehart & Scatchard,Capehart & Scatchard PA,Capehart & Scatchard,Capehart Scatchard,Capehart Scatchard,908705,urn:entity:lfm-908705,https://yoda.lexisai.aws.lexis.com/lawfirms/908705,4c52dd57cc956f21c4001769,CURRENT,,,,,,Include,
CAR4665,Carlton Fields,Carlton Fields,Carlton Fields,Carlton Fields,Carlton Fields,668764,urn:entity:lfm-668764,https://yoda.lexisai.aws.lexis.com/lawfirms/668764,4c52dd57cc956f21c4001780,CURRENT,,,,,,Include,
CAR6967,Carter Ledyard,Carter Ledyard & Milburn LLP,Carter Ledyard,Carter Ledyard,Carter Ledyard,309773,urn:entity:lfm-309773,https://yoda.lexisai.aws.lexis.com/lawfirms/309773,4c52dd57cc956f21c4001799,CURRENT,,,,,,Include,
CAR7309,Carr Allison,Carr Allison,Carr Allison,Carr Allison,Carr Allison,23469,urn:entity:lfm-23469,https://yoda.lexisai.aws.lexis.com/lawfirms/23469,4c52dd57cc956f21c400178c,CURRENT,,,,,,Include,
CAR7761,Carmody & Torrance,Carmody Torrance Sandak & Hennessey LLP,Carmody & Torrance,Carmody & Torrance,Carmody & Torrance,276873,urn:entity:lfm-276873,https://yoda.lexisai.aws.lexis.com/lawfirms/276873,4c52dd57cc956f21c4001783,CURRENT,,,,,,Include,
CAS3765,Cassiday Schade,Cassiday Schade LLP,Cassiday Schade,Cassiday Schade,Cassiday Schade,756932,urn:entity:lfm-756932,https://yoda.lexisai.aws.lexis.com/lawfirms/756932,4c52dd57cc956f21c40017a7,CURRENT,,,,,,Include,
CHA3758,Chartwell Law Offices,Chartwell Law Offices,Chartwell Law Offices,Chartwell Law Offices,Chartwell Law Offices,21680250,urn:entity:lfm-21680250,https://yoda.lexisai.aws.lexis.com/lawfirms/21680250,51797a9a214a393b05000aea,CURRENT,,,,,,Include,
CHA4487,Chapman and Cutler,Chapman and Cutler LLP,Chapman and Cutler,Chapman & Cutler,Chapman & Cutler,40323,urn:entity:lfm-40323,https://yoda.lexisai.aws.lexis.com/lawfirms/40323,4c52dd57cc956f21c40017be,CURRENT,,,,,,Include,
CHA4530,Chamberlain Hrdlicka,Chamberlain Hrdlicka White Williams & Aughtry,Chamberlain Hrdlicka,Chamberlain Hrdlicka,Chamberlain Hrdlicka,717758,urn:entity:lfm-717758,https://yoda.lexisai.aws.lexis.com/lawfirms/717758,4c52dd57cc956f21c40017b9,CURRENT,,,,,,Include,
CHI6690,Chiesa Shahinian,Chiesa Shahinian & Giantomasi PC,Chiesa Shahinian,Chiesa Shahinian,Chiesa Shahinian,372843,urn:entity:lfm-372843,https://yoda.lexisai.aws.lexis.com/lawfirms/372843,5ae1ed9000bd6b16180005eb,CURRENT,,,,,,Include,
CHO7681,Choate Hall,Choate Hall & Stewart LLP,Choate,Choate Hall,Choate Hall,544524,urn:entity:lfm-544524,https://yoda.lexisai.aws.lexis.com/lawfirms/544524,4c52dd57cc956f21c40017ce,CURRENT,,,,,,Include,
CIP1319,Cipriani & Werner,Cipriani & Werner PC,Cipriani & Werner,Cipriani & Werner,Cipriani & Werner,1221793,urn:entity:lfm-1221793,https://yoda.lexisai.aws.lexis.com/lawfirms/1221793,4c52dd57cc956f21c40017de,CURRENT,,,,,,Include,
CKR4404,CKR Law LLP,CKR Law LLP,CKR Law,CKR Law LLP,CKR Law LLP,158393689,urn:entity:lfm-158393689,https://yoda.lexisai.aws.lexis.com/lawfirms/158393689,5a70b46a2ca3fa12550009d4,CURRENT,,,,,,Include,
CLA1319,Clark Hill,Clark Hill PLC,Clark Hill,Clark Hill,Clark Hill,588672,urn:entity:lfm-588672,https://yoda.lexisai.aws.lexis.com/lawfirms/588672,4c52dd58cc956f21c40017e9,CURRENT,,,,,,Include,
CLA5956,Clausen Miller,Clausen Miller PC,Clausen Miller,Clausen Miller,Clausen Miller,144208,urn:entity:lfm-144208,https://yoda.lexisai.aws.lexis.com/lawfirms/144208,4c52dd58cc956f21c40017f2,CURRENT,,,,,,Include,
CLE6909,Cleary Gottlieb,Cleary Gottlieb Steen & Hamilton LLP,Cleary,Cleary Gottlieb,Cleary Gottlieb,297056,urn:entity:lfm-297056,https://yoda.lexisai.aws.lexis.com/lawfirms/297056,4c52dd58cc956f21c40017f6,CURRENT,,,,,,Include,
COA8954,Coats Rose,Coats Rose PC,Coats Rose,Coats Rose,Coats Rose,1336777,urn:entity:lfm-1336777,https://yoda.lexisai.aws.lexis.com/lawfirms/1336777,4c52dd58cc956f21c4001805,CURRENT,,,,,,Include,
COB8058,Coblentz Patch,Coblentz Patch Duffy & Bass LLP,Coblentz Patch,Coblentz Patch,Coblentz Patch,198019,urn:entity:lfm-198019,https://yoda.lexisai.aws.lexis.com/lawfirms/198019,4c52dd58cc956f21c4001809,CURRENT,,,,,,Include,
COC6144,The Cochran Firm,The Cochran Firm,The Cochran Firm,The Cochran Firm,The Cochran Firm,25563,urn:entity:lfm-25563,https://yoda.lexisai.aws.lexis.com/lawfirms/25563,4c52dd58cc956f21c400180b,CURRENT,,,,,,Include,
COH4591,Cohen Milstein,Cohen Milstein Sellers & Toll PLLC,Cohen Milstein,Cohen Milstein,Cohen Milstein,639180,urn:entity:lfm-639180,https://yoda.lexisai.aws.lexis.com/lawfirms/639180,4c52dd58cc956f21c4001819,CURRENT,,,,,,Include,
COH8953,Cohen & Gresser,Cohen & Gresser LLP,Cohen & Gresser,Cohen & Gresser,Cohen & Gresser,1876477,urn:entity:lfm-1876477,https://yoda.lexisai.aws.lexis.com/lawfirms/1876477,4c52dd58cc956f21c400180f,CURRENT,,,,,,Include,
COK1292,Cokinos Young,Cokinos Young,Cokinos Young,Cokinos Young,Cokinos Young,1305897,urn:entity:lfm-1305897,https://yoda.lexisai.aws.lexis.com/lawfirms/1305897,4c52dd58cc956f21c4001825,CURRENT,,,,,,Include,
COL2453,Cole Scott,Cole Scott & Kissane PA,Cole Scott,Cole Scott,Cole Scott,666295,urn:entity:lfm-666295,https://yoda.lexisai.aws.lexis.com/lawfirms/666295,4c52dd58cc956f21c4001827,CURRENT,,,,,,Include,
COL3211,Cole Schotz,Cole Schotz PC,Cole Schotz,Cole Schotz,Cole Schotz,897958,urn:entity:lfm-897958,https://yoda.lexisai.aws.lexis.com/lawfirms/897958,4c52dd58cc956f21c4001826,CURRENT,,,,,,Include,
CON2658,Conroy Simberg,Conroy Simberg,Conroy Simberg,Conroy Simberg,Conroy Simberg,653967,urn:entity:lfm-653967,https://yoda.lexisai.aws.lexis.com/lawfirms/653967,4c52dd58cc956f21c4001852,CURRENT,,,,,,Include,
CON4094,Conner & Winters,Conner & Winters,Conner & Winters,Conner & Winters,Conner & Winters,53579,urn:entity:lfm-53579,https://yoda.lexisai.aws.lexis.com/lawfirms/53579,4c52dd58cc956f21c400184a,CURRENT,,,,,,Include,
CON5038,Connell Foley,Connell Foley,Connell Foley,Connell Foley,Connell Foley,919032,urn:entity:lfm-919032,https://yoda.lexisai.aws.lexis.com/lawfirms/919032,4c52dd58cc956f21c4001847,CURRENT,,,,,,Include,
CON5457,Constangy Brooks,Constangy Brooks Smith & Prophete LLP,Constangy Brooks,Constangy Brooks,Constangy Brooks,21747,urn:entity:lfm-21747,https://yoda.lexisai.aws.lexis.com/lawfirms/21747,4c52dd58cc956f21c4001854,CURRENT,,,,,,Include,
COO1982,Cooley,Cooley LLP,Cooley,Cooley LLP,Cooley LLP,139508,urn:entity:lfm-139508,https://yoda.lexisai.aws.lexis.com/lawfirms/139508,4c52dd58cc956f21c400185a,CURRENT,,,,,,Include,
COR2779,Cordell & Cordell,Cordell & Cordell PC,Cordell & Cordell,Cordell & Cordell,Cordell & Cordell,858035,urn:entity:lfm-858035,https://yoda.lexisai.aws.lexis.com/lawfirms/858035,5474f7c826491f01c1002a80,CURRENT,,,,,,Include,
COV3180,Covington & Burling,Covington & Burling LLP,Covington,Covington & Burling,Covington & Burling,189418,urn:entity:lfm-189418,https://yoda.lexisai.aws.lexis.com/lawfirms/189418,4c52dd58cc956f21c4001887,CURRENT,,,,,,Include,
COX3301,Cox Castle,Cox Castle & Nicholson LLP,Cox Castle,Cox Castle,Cox Castle,93778,urn:entity:lfm-93778,https://yoda.lexisai.aws.lexis.com/lawfirms/93778,4c52dd58cc956f21c400188c,CURRENT,,,,,,Include,
COZ2827,Cozen O'Connor,Cozen O'Connor,Cozen O'Connor,Cozen O'Connor,Cozen O'Connor,103108,urn:entity:lfm-103108,https://yoda.lexisai.aws.lexis.com/lawfirms/103108,4c52dd58cc956f21c400188f,CURRENT,,,,,,Include,
CRA6235,Cravath Swaine,Cravath Swaine & Moore LLP,Cravath,Cravath Swaine,Cravath Swaine,389121,urn:entity:lfm-389121,https://yoda.lexisai.aws.lexis.com/lawfirms/389121,4c52dd58cc956f21c400189d,CURRENT,,,,,,Include,
CRO4574,Crowley Fleck,Crowley Fleck PLLP,Crowley Fleck,Crowley Fleck,Crowley Fleck,866962,urn:entity:lfm-866962,https://yoda.lexisai.aws.lexis.com/lawfirms/866962,4c52dd58cc956f21c40018b1,CURRENT,,,,,,Include,
CRO5443,Crowe & Dunlevy,Crowe & Dunlevy,Crowe & Dunlevy,Crowe & Dunlevy,Crowe & Dunlevy,1189109,urn:entity:lfm-1189109,https://yoda.lexisai.aws.lexis.com/lawfirms/1189109,4c52dd58cc956f21c40018ae,CURRENT,,,,,,Include,
CRO9129,Crowell & Moring,Crowell & Moring LLP,Crowell & Moring,Crowell & Moring,Crowell & Moring,92486,urn:entity:lfm-92486,https://yoda.lexisai.aws.lexis.com/lawfirms/92486,4c52dd58cc956f21c40018b0,CURRENT,,,,,,Include,
CRU3470,Cruser Mitchell,Cruser Mitchell Novitz Sanchez Gaston & Zimet LLP,Cruser Mitchell,Cruser Mitchell,Cruser Mitchell,1637586,urn:entity:lfm-1637586,https://yoda.lexisai.aws.lexis.com/lawfirms/1637586,,CURRENT,,,,,,Include,
CUL6752,Cullen and Dykman,Cullen & Dykman LLP,Cullen & Dykman,Cullen & Dykman,Cullen & Dykman,298617,urn:entity:lfm-298617,https://yoda.lexisai.aws.lexis.com/lawfirms/298617,4c52dd58cc956f21c40018b7,CURRENT,,,,,,Include,
CUR3980,Curtis Mallet-Prevost,Curtis Mallet-Prevost Colt & Mosle LLP,Curtis,Curtis Mallet-Prevost,Curtis Mallet-Prevost,280895,urn:entity:lfm-280895,https://yoda.lexisai.aws.lexis.com/lawfirms/280895,4c52dd58cc956f21c40018cb,CURRENT,,,,,,Include,
DAV2046,Davis & Gilbert,Davis + Gilbert LLP,Davis + Gilbert,Davis & Gilbert LLP,Davis & Gilbert LLP,390378,urn:entity:lfm-390378,https://yoda.lexisai.aws.lexis.com/lawfirms/390378,4c52dd58cc956f21c40018f9,CURRENT,,,,,,Include,
DAV2937,Davis Polk,Davis Polk & Wardwell LLP,Davis Polk,Davis Polk,Davis Polk,138934,urn:entity:lfm-138934,https://yoda.lexisai.aws.lexis.com/lawfirms/138934,4c52dd58cc956f21c4001908,CURRENT,,,,,,Include,
DAV3925,Davis Graham,Davis Graham & Stubbs LLP,Davis Graham,Davis Graham,Davis Graham,244092,urn:entity:lfm-244092,https://yoda.lexisai.aws.lexis.com/lawfirms/244092,4c52dd58cc956f21c4001901,CURRENT,,,,,,Include,
DAV4990,Davis & Kuelthau,Davis & Kuelthau SC,Davis & Kuelthau,Davis & Kuelthau,Davis & Kuelthau,1115135,urn:entity:lfm-1115135,https://yoda.lexisai.aws.lexis.com/lawfirms/1115135,4c52dd58cc956f21c40018fb,NOT CURRENT,Merged with SmithAmundsen LLC 11/1/2022,,,,,Include,
DAV6971,Davis Wright Tremaine,Davis Wright Tremaine LLP,Davis Wright Tremaine,Davis Wright Tremaine,Davis Wright Tremaine,33152,urn:entity:lfm-33152,https://yoda.lexisai.aws.lexis.com/lawfirms/33152,4c52dd58cc956f21c400190a,CURRENT,,,,,,Include,
DAY4394,Day Pitney,Day Pitney LLP,Day Pitney,Day Pitney,Day Pitney,270163,urn:entity:lfm-270163,https://yoda.lexisai.aws.lexis.com/lawfirms/270163,4c52dd58cc956f21c400190f,CURRENT,,,,,,Include,
DEB3000,Debevoise & Plimpton,Debevoise & Plimpton LLP,Debevoise,Debevoise & Plimpton,Debevoise & Plimpton,299009,urn:entity:lfm-299009,https://yoda.lexisai.aws.lexis.com/lawfirms/299009,4c52dd58cc956f21c4001918,CURRENT,,,,,,Include,
DEH3364,Dechert,Dechert LLP,Dechert,Dechert LLP,Dechert,270878,urn:entity:lfm-270878,https://yoda.lexisai.aws.lexis.com/lawfirms/270878,4c52dd58cc956f21c4001919,CURRENT,,,,,,Include,
DEN8962,Dentons,Dentons,Dentons,Dentons,Dentons,124652,urn:entity:lfm-124652,https://yoda.lexisai.aws.lexis.com/lawfirms/124652,4c52dd60cc956f21c400254b,CURRENT,,,,,,Include,
DEW1765,DeWitt Ross,DeWitt LLP,DeWitt,DeWitt LLP,DeWitt LLP,1434006,urn:entity:lfm-1434006,https://yoda.lexisai.aws.lexis.com/lawfirms/1434006,4c52dd58cc956f21c4001939,CURRENT,,,,,,Include,
DIA2103,Diaz Reus,Diaz Reus LLP,Diaz Reus,Diaz Reus,Diaz Reus,668247,urn:entity:lfm-668247,https://yoda.lexisai.aws.lexis.com/lawfirms/668247,,CURRENT,,,,,,Include,
DIC1953,Dickinson Wright,Dickinson Wright PLLC,Dickinson Wright,Dickinson Wright,Dickinson Wright,299306,urn:entity:lfm-299306,https://yoda.lexisai.aws.lexis.com/lawfirms/299306,4c52dd58cc956f21c4001945,CURRENT,,,,,,Include,
DIC4124,Dickie McCamey,Dickie McCamey & Chilcote PC,Dickie McCamey,Dickie McCamey,Dickie McCamey,1113338,urn:entity:lfm-1113338,https://yoda.lexisai.aws.lexis.com/lawfirms/1113338,4c52dd58cc956f21c4001942,CURRENT,,,,,,Include,
DIL9699,Dilworth Paxson,Dilworth Paxson LLP,Dilworth Paxson,Dilworth Paxson,Dilworth Paxson,286629,urn:entity:lfm-286629,https://yoda.lexisai.aws.lexis.com/lawfirms/286629,4c52dd58cc956f21c400194e,CURRENT,,,,,,Include,
DIN7109,Dinsmore & Shohl,Dinsmore & Shohl LLP,Dinsmore,Dinsmore & Shohl,Dinsmore & Shohl,485133,urn:entity:lfm-485133,https://yoda.lexisai.aws.lexis.com/lawfirms/485133,4c52dd58cc956f21c4001952,CURRENT,,,,,,Include,
DLA8531,DLA Piper,DLA Piper,DLA Piper,DLA Piper,DLA Piper,310792,urn:entity:lfm-310792,https://yoda.lexisai.aws.lexis.com/lawfirms/310792,4c52dd58cc956f21c4001955,CURRENT,,,,,,Include,
DOR5542,Dorsey & Whitney,Dorsey & Whitney LLP,Dorsey & Whitney,Dorsey & Whitney,Dorsey & Whitney,33693,urn:entity:lfm-33693,https://yoda.lexisai.aws.lexis.com/lawfirms/33693,4c52dd58cc956f21c400196e,CURRENT,,,,,,Include,
DOW5071,Downey Brand,Downey Brand LLP,Downey Brand,Downey Brand,Downey Brand,170643,urn:entity:lfm-170643,https://yoda.lexisai.aws.lexis.com/lawfirms/170643,4c52dd58cc956f21c4001977,CURRENT,,,,,,Include,
DOW7669,Downs Rachlin,Downs Rachlin Martin PLLC,Downs Rachlin,Downs Rachlin,Downs Rachlin,884717,urn:entity:lfm-884717,https://yoda.lexisai.aws.lexis.com/lawfirms/884717,4c52dd58cc956f21c4001979,CURRENT,,,,,,Include,
DRE4947,Drew Eckl,Drew Eckl & Farnham LLP,Drew Eckl,Drew Eckl,Drew Eckl,713697,urn:entity:lfm-713697,https://yoda.lexisai.aws.lexis.com/lawfirms/713697,4c52dd58cc956f21c4001985,CURRENT,,,,,,Include,
DRU3444,Drummond Woodsum,Drummond Woodsum & MacMahon,Drummond Woodsum,Drummond Woodsum,Drummond Woodsum,513557,urn:entity:lfm-513557,https://yoda.lexisai.aws.lexis.com/lawfirms/513557,4c52dd58cc956f21c400198d,CURRENT,,,,,,Include,
DUA7765,Duane Morris,Duane Morris LLP,Duane Morris,Duane Morris LLP,Duane Morris LLP,190381,urn:entity:lfm-190381,https://yoda.lexisai.aws.lexis.com/lawfirms/190381,4c52dd58cc956f21c400198e,CURRENT,,,,,,Include,
DYK8984,Dykema,Dykema Gossett PLLC,Dykema,Dykema Gossett,Dykema Gossett,300159,urn:entity:lfm-300159,https://yoda.lexisai.aws.lexis.com/lawfirms/300159,4c52dd58cc956f21c40019b0,CURRENT,,,,,,Include,
ECK6496,Eckert Seamans,Eckert Seamans Cherin & Mellott LLC,Eckert Seamans,Eckert Seamans,Eckert Seamans,300207,urn:entity:lfm-300207,https://yoda.lexisai.aws.lexis.com/lawfirms/300207,4c52dd59cc956f21c40019bf,CURRENT,,,,,,Include,
EIM8163,Eimer Stahl,Eimer Stahl LLP,Eimer Stahl,Eimer Stahl,Eimer Stahl,1655192,urn:entity:lfm-1655192,https://yoda.lexisai.aws.lexis.com/lawfirms/1655192,,CURRENT,,,,,,Include,
ELL6398,Ellenoff Grossman,Ellenoff Grossman & Schole LLP,Ellenoff Grossman,Ellenoff Grossman,Ellenoff Grossman,415742,urn:entity:lfm-415742,https://yoda.lexisai.aws.lexis.com/lawfirms/415742,522df1b8e1a765293a000fe9,CURRENT,,,,,,Include,
EPS1623,Epstein Becker Green,Epstein Becker Green,Epstein Becker Green,Epstein Becker Green,Epstein Becker Green,111407,urn:entity:lfm-111407,https://yoda.lexisai.aws.lexis.com/lawfirms/111407,4c52dd59cc956f21c40019ed,CURRENT,,,,,,Include,
ERA8772,Eraclides Gelman,,,Eraclides Gelman,Eraclides Gelman,2225313,urn:entity:lfm-2225313,https://yoda.lexisai.aws.lexis.com/lawfirms/2225313,,CURRENT,,,,,,Include,
EVA7816,Evans & Dixon,Evans & Dixon LLC,Evans & Dixon,Evans & Dixon,Evans & Dixon,786019,urn:entity:lfm-786019,https://yoda.lexisai.aws.lexis.com/lawfirms/786019,4c52dd59cc956f21c40019fa,CURRENT,,,,,,Include,
EVE8601,Eversheds Sutherland,Eversheds Sutherland,Eversheds Sutherland,Eversheds Sutherland,Eversheds Sutherland,158852691,urn:entity:lfm-158852691,https://yoda.lexisai.aws.lexis.com/lawfirms/158852691,4c52dd60cc956f21c40025eb,CURRENT,,,,,,Include,
FAB6541,Fabian VanCott,Fabian VanCott,Fabian VanCott,Fabian VanCott,Fabian VanCott,877924,urn:entity:lfm-877924,https://yoda.lexisai.aws.lexis.com/lawfirms/877924,4c52dd61cc956f21c4002693,CURRENT,,,,,,Include,
FAE5613,Faegre Drinker,Faegre Drinker Biddle & Reath LLP,Faegre Drinker,Faegre Drinker,Faegre Drinker,300035,urn:entity:lfm-300035,https://yoda.lexisai.aws.lexis.com/lawfirms/300035,4c52dd56cc956f21c400156b,CURRENT,,,,,,Include,
FAG5858,Fagen Friedman,Fagen Friedman & Fulfrost LLP,Fagen Friedman,Fagen Friedman,Fagen Friedman,3089244,urn:entity:lfm-3089244,https://yoda.lexisai.aws.lexis.com/lawfirms/3089244,5123927cae5d6a3123006a56,CURRENT,,,,,,Include,
FAR3874,Farella Braun,Farella Braun & Martel LLP,Farella Braun,Farella Braun,Farella Braun,175894,urn:entity:lfm-175894,https://yoda.lexisai.aws.lexis.com/lawfirms/175894,4c52dd59cc956f21c4001a0e,CURRENT,,,,,,Include,
FAR9048,Farrell Fritz,Farrell Fritz PC,Farrell Fritz,Farrell Fritz,Farrell Fritz,474381,urn:entity:lfm-474381,https://yoda.lexisai.aws.lexis.com/lawfirms/474381,4c52dd59cc956f21c4001a17,CURRENT,,,,,,Include,
FEN1041,Fenwick & West,Fenwick & West LLP,Fenwick,Fenwick & West,Fenwick & West,156405,urn:entity:lfm-156405,https://yoda.lexisai.aws.lexis.com/lawfirms/156405,4c52dd59cc956f21c4001a3d,CURRENT,,,,,,Include,
FEN1877,Fennemore Craig,Fennemore Craig PC,Fennemore Craig,Fennemore Craig,Fennemore Craig,37795,urn:entity:lfm-37795,https://yoda.lexisai.aws.lexis.com/lawfirms/37795,4c52dd59cc956f21c4001a38,CURRENT,,,,,,Include,
FIN6140,Finnegan,Finnegan Henderson Farabow Garrett & Dunner LLP,Finnegan,Finnegan Henderson,Finnegan Henderson,155501,urn:entity:lfm-155501,https://yoda.lexisai.aws.lexis.com/lawfirms/155501,4c52dd59cc956f21c4001a59,CURRENT,,,,,,Include,
FIS5443,FisherBroyles,FisherBroyles LLP,FisherBroyles,FisherBroyles,FisherBroyles,3050262,urn:entity:lfm-3050262,https://yoda.lexisai.aws.lexis.com/lawfirms/3050262,4f5a8ed54d4de51e7f00270f,CURRENT,,,,,,Include,
FIS5507,Fisher Phillips,Fisher Phillips,Fisher Phillips,Fisher Phillips,Fisher Phillips,105212,urn:entity:lfm-105212,https://yoda.lexisai.aws.lexis.com/lawfirms/105212,4c52dd59cc956f21c4001a5f,CURRENT,,,,,,Include,
FIS7327,Fish & Richardson,Fish & Richardson PC,Fish & Richardson,Fish & Richardson,Fish & Richardson,139460,urn:entity:lfm-139460,https://yoda.lexisai.aws.lexis.com/lawfirms/139460,4c52dd59cc956f21c4001a5d,CURRENT,,,,,,Include,
FIT2993,Fitch Even,Fitch Even Tabin & Flannery LLP,Fitch Even,Fitch Even,Fitch Even,111501,urn:entity:lfm-111501,https://yoda.lexisai.aws.lexis.com/lawfirms/111501,4c52dd59cc956f21c4001a66,CURRENT,,,,,,Include,
FLA5125,Flaster/Greenberg,Flaster Greenberg PC,Flaster Greenberg,Flaster Greenberg,Flaster Greenberg,889701,urn:entity:lfm-889701,https://yoda.lexisai.aws.lexis.com/lawfirms/889701,4c52dd59cc956f21c4001a71,CURRENT,,,,,,Include,
FOL2461,Foley & Lardner,Foley & Lardner LLP,Foley & Lardner,Foley & Lardner,Foley & Lardner,128224,urn:entity:lfm-128224,https://yoda.lexisai.aws.lexis.com/lawfirms/128224,4c52dd59cc956f21c4001a81,CURRENT,,,,,,Include,
FOL6060,Foley & Mansfield,Foley & Mansfield,Foley & Mansfield,Foley & Mansfield,Foley & Mansfield,589057,urn:entity:lfm-589057,https://yoda.lexisai.aws.lexis.com/lawfirms/589057,4c52dd59cc956f21c4001a82,CURRENT,,,,,,Include,
FOL7287,Foley Hoag,Foley Hoag LLP,Foley Hoag,Foley Hoag,Foley Hoag,301137,urn:entity:lfm-301137,https://yoda.lexisai.aws.lexis.com/lawfirms/301137,4c52dd59cc956f21c4001a84,CURRENT,,,,,,Include,
FOR3358,Ford Walker,Ford Walker Haggerty & Behar LLP,Ford Walker,Ford Walker,Ford Walker,99029,urn:entity:lfm-99029,https://yoda.lexisai.aws.lexis.com/lawfirms/99029,4c52dd59cc956f21c4001a90,CURRENT,,,,,,Include,
FOR5804,FordHarrison,FordHarrison LLP,FordHarrison,FordHarrison,FordHarrison,111730,urn:entity:lfm-111730,https://yoda.lexisai.aws.lexis.com/lawfirms/111730,4c52dd59cc956f21c4001a8c,CURRENT,,,,,,Include,
FOR9332,Foran Glennon,Foran Glennon Palandech Ponzi & Rudloff PC,Foran Glennon,Foran Glennon,Foran Glennon,1716746,urn:entity:lfm-1716746,https://yoda.lexisai.aws.lexis.com/lawfirms/1716746,4c52dd59cc956f21c4001a89,CURRENT,,,,,,Include,
FOS4188,Foster Swift,Foster Swift Collins & Smith PC,Foster Swift,Foster Swift,Foster Swift,598868,urn:entity:lfm-598868,https://yoda.lexisai.aws.lexis.com/lawfirms/598868,4c52dd59cc956f21c4001a9a,CURRENT,,,,,,Include,
FOS9990,Foster Garvey,Foster Garvey PC,Foster Garvey,Foster Garvey,Foster Garvey,32728,urn:entity:lfm-32728,https://yoda.lexisai.aws.lexis.com/lawfirms/32728,4c52dd59cc956f21c4001a98,CURRENT,,,,,,Include,
